dermatopathology	RelatedTo_emotion	0
dished	RelatedTo_composer	0
arm	RelatedTo_empire	0
accounting	RelatedTo_discovery	0
lead	RelatedTo_technology	1
donna	RelatedTo_queen	1
roll	RelatedTo_camera	1
kit	RelatedTo_software	1
transcendentalism	RelatedTo_philosophy	1
meet	RelatedTo_swimming	1
platelayer	RelatedTo_holiday	0
febricide	RelatedTo_fever	1
pollarchy	RelatedTo_lake	0
space	RelatedTo_science	1
summer	UsedFor_studying	0
vocabulary	RelatedTo_language	1
curer	InstanceOf_soup	0
isotron	UsedFor_go_from_place_to_place	0
literature	AtLocation_own_home	1
phthisiotherapy	RelatedTo_harp	0
shadow	AtLocation_bridge	1
oxyuriasis	AtLocation_mail	0
usher	RelatedTo_guide	1
devolution	RelatedTo_laboratory	0
sentence	RelatedTo_sentence	1
polity	RelatedTo_ringworm	0
hosel	UsedFor_travel	0
heavenwards	UsedFor_entertaining	0
craniology	UsedFor_talking	0
relationship	UsedFor_serving_food	0
perlid	RelatedTo_family	1
housefly	RelatedTo_juice	0
sachet	RelatedTo_hardware	0
matchwood	IsA_bit	1
nonrecourse	RelatedTo_intimacy	0
tropism	RelatedTo_sightseeing	0
enterodynia	RelatedTo_ringworm	0
wordbook	RelatedTo_word	1
honda	UsedFor_staying_fit	0
candock	RelatedTo_explorer	0
landflood	RelatedTo_treatment	0
availment	RelatedTo_artery	0
lawyer	RelatedTo_economy	0
heap	RelatedTo_vehicle	1
claymore	InstanceOf_manga	1
seroprophylaxis	RelatedTo_magic	0
discard	RelatedTo_education	0
trestlework	RelatedTo_support	1
unsingleness	RelatedTo_single	1
prejudicial	AtLocation_race_track	0
doctrine	RelatedTo_leader	1
serio	RelatedTo_river	1
term	RelatedTo_school	1
retail	IsA_highway	0
matachin	FormOf_grow	0
electric	RelatedTo_car	1
monogenism	IsA_food_fish	0
osphradium	RelatedTo_spice	0
char	RelatedTo_car	1
hurricane	RelatedTo_weather	1
ballet	RelatedTo_music	1
lingua	UsedFor_socializing	0
transmit	RelatedTo_kingdom	0
polyphloesboean	RelatedTo_ocean	1
wristlock	CapableOf_eat	0
fantasia	RelatedTo_imagination	1
bush	RelatedTo_president	1
class	RelatedTo_programming	1
pencil	AtLocation_shelf	1
formicaroid	RelatedTo_family	1
observationalism	RelatedTo_smartphone	0
coat	RelatedTo_island	0
gerusia	FormOf_grow	0
songful	IsA_weight_unit	0
brine	RelatedTo_ocean	1
shelter	AtLocation_bus_stop	1
knockout	RelatedTo_basketball	1
deserter	RelatedTo_desert	1
verifiable	RelatedTo_sky	0
fantasy	UsedFor_playing_in_orchestra	0
mater	RelatedTo_nurse	1
pilothouse	RelatedTo_emotion	0
valley	RelatedTo_mountain	1
irregularity	AtLocation_rest_area	0
limnobiology	RelatedTo_biology	1
clavichord	UsedFor_making_music	1
talkable	RelatedTo_conversation	1
potpourri	RelatedTo_song	1
project	AtLocation_adriatic_sea	0
cuniculus	RelatedTo_gallery	1
taeniasis	RelatedTo_jacket	0
justification	InstanceOf_subsidiary	0
sand	RelatedTo_beach	1
profession	IsA_mountain	0
turner	RelatedTo_exercise	1
coaster	UsedFor_everyone	0
didapper	AtLocation_animal	0
troupe	RelatedTo_dance	1
auriculotemporal	RelatedTo_artery	1
acoustic	RelatedTo_conservation	0
rection	RelatedTo_government	1
schooner	RelatedTo_parenting	0
ammelide	RelatedTo_tableware	0
policlinic	AtLocation_greece	0
filmland	RelatedTo_film	1
fact	RelatedTo_knowledge	1
appliance	AtLocation_greece	0
flagship	RelatedTo_luggage	0
schoolroom	RelatedTo_culture	0
careering	RelatedTo_meal	0
steamer	RelatedTo_wizardry	0
equal	InstanceOf_river	0
meio	RelatedTo_bike	0
presage	RelatedTo_chef	0
here	IsA_location	1
upstage	RelatedTo_camera	1
dyslexia	RelatedTo_writing	1
chase	InstanceOf_subsidiary	1
jeopardy	RelatedTo_game	1
nominee	RelatedTo_security	1
jerkin	IsA_jacket	1
prefederal	UsedFor_playing	0
anesthetic	RelatedTo_pain	1
orator	RelatedTo_speaker	1
urbanism	UsedFor_sailing	0
stele	RelatedTo_monument	1
whitewash	AtLocation_shelf	0
fishweir	HasProperty_poisonous	0
distortion	RelatedTo_music	1
note	RelatedTo_communication	1
berg	RelatedTo_mountain	1
football	RelatedTo_soccer	1
mirid	RelatedTo_family	1
weapon	RelatedTo_war	1
requiem	RelatedTo_ancient	0
stinger	UsedFor_getting_somewhere	0
orthography	RelatedTo_football	0
annona	RelatedTo_monument	0
antimetathesis	HasProperty_small	0
penicillin	AtLocation_boston	0
violin	UsedFor_entertaining	1
kite	RelatedTo_finances	0
mammalgia	HasA_wheels	0
headstick	UsedFor_killing	0
kith	RelatedTo_learning	1
homosexual	RelatedTo_alley	0
hist	RelatedTo_history	1
mountlet	UsedFor_personal_satisfaction	0
vaccinate	HasA_eyes	0
interleague	RelatedTo_wellness	0
supergovernment	RelatedTo_beauty	0
iatrophysics	RelatedTo_medicine	1
gun	AtLocation_desk	1
spoonerism	RelatedTo_phrase	1
patiently	RelatedTo_patient	1
crevasse	RelatedTo_forest	0
spud	RelatedTo_game	1
achillodynia	RelatedTo_empire	0
discussion	RelatedTo_conversation	1
placenta	InstanceOf_pudding	0
capping	RelatedTo_organization	0
algophobia	HasProperty_expensive	0
gymnast	RelatedTo_device	0
kromskop	RelatedTo_device	1
redemption	UsedFor_buy_food	0
mahoe	RelatedTo_film	0
verbalism	RelatedTo_meaning	1
insurance	RelatedTo_policy	1
broadway	AtLocation_new_york	1
anthropogeny	AtLocation_college	0
gardener	RelatedTo_running_water	0
heliast	IsA_city_district	0
supportful	AtLocation_freezer	0
quota	RelatedTo_share	1
farmer	RelatedTo_food	1
bezel	UsedFor_money	0
lei	UsedFor_sleeping	0
sweetwater	RelatedTo_legacy	0
hexaglot	RelatedTo_compromise	0
stomp	RelatedTo_music	1
subtext	RelatedTo_dialogue	1
picene	HasProperty_dangerous	0
conversationism	RelatedTo_phrase	1
orthoplasy	AtLocation_furniture_store	0
concoct	RelatedTo_seasons	0
endamagement	RelatedTo_degree	0
subplot	RelatedTo_experiment	1
snake	AtLocation_texas	1
noctilucent	HasProperty_green	0
orderly	RelatedTo_hospital	1
diner	RelatedTo_meal	1
pen	RelatedTo_write	1
justiceless	RelatedTo_justice	1
antiviral	RelatedTo_remedy	0
suit	AtLocation_closet	1
empiricism	RelatedTo_experience	1
cannon	InstanceOf_pasta	0
waterlog	CapableOf_breathe	0
remonstrate	RelatedTo_expression	1
exerciser	RelatedTo_exercise	1
distinguish	RelatedTo_research	0
lane	RelatedTo_ship	1
calyptra	RelatedTo_veil	1
accent	RelatedTo_phrase	1
phoniatrics	UsedFor_safety	0
sell	RelatedTo_service	1
fiduciary	RelatedTo_trust	1
isomorphic	RelatedTo_wellbeing	0
haugh	RelatedTo_river	1
trail	HasProperty_smooth	1
babble	UsedFor_sitting_on	0
his	UsedFor_playing	0
gallipot	UsedFor_sitting_on	0
jantu	RelatedTo_pastor	0
hotel	RelatedTo_hotel	1
brook	AtLocation_michigan	1
starring	RelatedTo_subject	1
dollar	RelatedTo_valley	1
aircraft	RelatedTo_railway	0
flag	RelatedTo_stars	1
stasis	RelatedTo_technology	1
cave	RelatedTo_mountain	1
warcraft	RelatedTo_war	1
sandal	RelatedTo_smoothie	0
exposure	RelatedTo_film	1
lakelike	UsedFor_feeling_better	0
budge	RelatedTo_opinion	1
fumette	RelatedTo_sentence	0
tode	RelatedTo_music	0
patriotic	IsA_spider	0
skip	RelatedTo_success	0
pattern	RelatedTo_spread	1
pinny	RelatedTo_dress	1
domain	RelatedTo_product	1
skateable	InstanceOf_newspaper	0
hue	AtLocation_germany	0
hope	RelatedTo_valley	1
mugger	UsedFor_cleaning	0
occupant	AtLocation_office	0
ministerialist	RelatedTo_trees	0
triptych	RelatedTo_infection	0
fashion	RelatedTo_dress	1
milkhouse	RelatedTo_election	0
mano	RelatedTo_company	1
intercept	UsedFor_having_good_time	0
finland	RelatedTo_field	0
nonuniform	IsA_highway	0
witness	RelatedTo_event	1
areology	RelatedTo_study	1
camisia	AtLocation_france	0
project	AtLocation_shelf	1
steganography	RelatedTo_message	1
megatheroid	RelatedTo_family	1
monophyllous	RelatedTo_gallery	0
hole	RelatedTo_security	1
frase	IsA_rack	0
shopping	RelatedTo_product	0
inactive	RelatedTo_software	0
cinefilm	RelatedTo_abstract	0
buster	RelatedTo_bread	1
coleslaw	RelatedTo_chef	0
aeroscopy	RelatedTo_sky	1
haya	RelatedTo_spice	1
routing	RelatedTo_internet	1
dromomania	HasProperty_loud	0
indifferentism	RelatedTo_expression	1
library	UsedFor_reading	1
fade	RelatedTo_golf	1
purgative	RelatedTo_rights	0
infilm	RelatedTo_word	0
quotation	RelatedTo_sweater	0
gent	UsedFor_staying_alive	0
pharmacy	RelatedTo_chemistry	1
boater	RelatedTo_travel	1
admit	RelatedTo_hospital	1
heal	AtLocation_library	0
life	RelatedTo_policy	1
paleography	RelatedTo_ancient	1
mineral	UsedFor_health	1
exercise	RelatedTo_fitness	1
pedary	UsedFor_reading	0
presidente	RelatedTo_speak	0
accord	UsedFor_cleanliness	0
squirrel	RelatedTo_utensil	0
point	RelatedTo_game	1
shipyard	IsA_location	0
presymptomatic	RelatedTo_diagnosis	1
saddlebag	RelatedTo_motorcycle	1
raft	RelatedTo_running_water	0
fetial	IsA_rack	0
napa	CapableOf_eat	0
oropharyngeal	RelatedTo_device	1
bureau	RelatedTo_government	1
cheese	RelatedTo_mouse	1
antipolitical	UsedFor_storing_information	0
uniformal	HasProperty_perennial	0
hula	RelatedTo_dance	1
machiner	CapableOf_burn	0
arteriospasm	RelatedTo_baking	0
well	RelatedTo_health	1
daimonic	RelatedTo_experience	1
noegenesis	RelatedTo_location	0
quill	UsedFor_writing	1
derma	AtLocation_north_america	0
pyretic	RelatedTo_fever	1
springerle	AtLocation_office_building	0
president	RelatedTo_itinerary	0
paper	RelatedTo_writing	1
hula	RelatedTo_dance	1
uprising	RelatedTo_government	1
teacher	AtLocation_classroom	1
phrasal	RelatedTo_phrase	1
nieceship	RelatedTo_relationship	1
prop	UsedFor_getting_drunk	0
helicopter	AtLocation_factory	0
frock	RelatedTo_startup	0
illness	RelatedTo_disease	1
trample	RelatedTo_experiment	0
suburb	UsedFor_pleasure	0
pencraft	RelatedTo_highway	0
enginery	RelatedTo_device	1
locomotive	UsedFor_work	1
hodder	RelatedTo_river	1
noegenesis	RelatedTo_experience	1
pronominal	RelatedTo_entrepreneur	0
pub	UsedFor_meeting_new_people	1
hydrodynamic	RelatedTo_science	1
nutation	AtLocation_turkey	0
rubber	RelatedTo_product	1
yearday	RelatedTo_event	1
minstrel	RelatedTo_music	1
inventive	HasProperty_dead	0
silviculture	RelatedTo_product	1
snippet	AtLocation_living_room	0
velodrome	RelatedTo_racing	1
encomium	RelatedTo_expression	1
greenwood	RelatedTo_forest	1
trance	RelatedTo_dance	1
chocolate	RelatedTo_chocolate	1
burner	UsedFor_reading	0
trist	InstanceOf_album	0
wort	RelatedTo_word	1
anathematism	AtLocation_drive_in_movie	0
slide	RelatedTo_speech	1
painter	UsedFor_travel	0
standard	RelatedTo_support	1
scuttlebutt	UsedFor_losing_weight	0
rigging	RelatedTo_dress	1
printer	RelatedTo_business	1
eyewitness	RelatedTo_mathematics	0
apartment	AtLocation_apartment_building	1
pert	MadeOf_metal	0
castor	AtLocation_italy	1
nostrification	RelatedTo_university	1
eatable	RelatedTo_doctor	0
scopeloid	RelatedTo_texas	0
vizard	InstanceOf_sea	0
toxinosis	RelatedTo_infection	1
emolument	AtLocation_jail	0
union	RelatedTo_marriage	1
curry	RelatedTo_dish	1
remuneration	RelatedTo_service	1
sain	RelatedTo_health	1
radiology	RelatedTo_headache	0
wrestling	UsedFor_pleasure	1
dendrochronology	RelatedTo_science	1
fly	RelatedTo_airplane	1
showmanship	UsedFor_earning_money	0
spa	HasProperty_bad_for_health	0
router	RelatedTo_network	1
hydrophilid	RelatedTo_family	1
stove	UsedFor_cook	1
autocatalysis	RelatedTo_product	1
cookroom	RelatedTo_kitchen	1
bierbalk	RelatedTo_sailboat	0
orchestration	RelatedTo_management	1
furnish	RelatedTo_speak	0
juke	RelatedTo_mouse	0
geography	RelatedTo_study	1
moonscape	RelatedTo_view	1
audiophile	RelatedTo_technology	1
interurban	RelatedTo_railway	1
jentacular	RelatedTo_disease	0
gowf	RelatedTo_camera	0
hornyhead	AtLocation_studio	0
science	RelatedTo_research	1
tough	InstanceOf_manga	1
affect	RelatedTo_affection	1
phytolithology	FormOf_drink	0
plutonism	RelatedTo_theory	1
autograph	RelatedTo_salesman	0
bathysphere	FormOf_travel	0
jentacular	RelatedTo_breakfast	1
hardware	AtLocation_sink	0
bread	RelatedTo_pastry	1
proceeding	AtLocation_spain	0
quadriad	RelatedTo_drawing	0
herald	RelatedTo_opinion	0
wing	RelatedTo_meal	1
griddle	IsA_kitchen_tool	1
footrest	HasProperty_good_for_health	0
welt	RelatedTo_headache	0
lawman	AtLocation_backyard	0
flower	HasProperty_yellow	1
connotation	RelatedTo_phrase	1
muse	RelatedTo_music	1
monteith	RelatedTo_therapy	0
address	RelatedTo_location	1
trophology	UsedFor_buying	0
ose	RelatedTo_disease	1
spare	HasProperty_green	0
cuvette	HasProperty_expensive	0
lintel	RelatedTo_environment	1
preformationist	InstanceOf_sauce	0
patella	RelatedTo_disease	1
chesterfield	InstanceOf_town	1
traveling	UsedFor_business	1
fail	RelatedTo_success	1
avenue	AtLocation_new_york_city	1
misaffection	RelatedTo_affection	1
potamology	AtLocation_factory	0
bitterness	FormOf_well	0
aion	RelatedTo_jacket	0
revote	UsedFor_studying	0
fisherman	RelatedTo_coast	1
nubia	RelatedTo_kingdom	1
fast	RelatedTo_abstract	1
eyeservice	RelatedTo_single	0
longs	RelatedTo_pants	1
lys	RelatedTo_sunny	1
booty	RelatedTo_ship	1
underwrap	RelatedTo_sentence	0
arteriography	RelatedTo_gallery	0
direct	RelatedTo_film	1
bellows	AtLocation_europe	0
crimpage	RelatedTo_sailboat	0
chicken	RelatedTo_food	1
social	AtLocation_spain	0
wrench	AtLocation_swimming_pool	0
playground	AtLocation_school	1
wort	RelatedTo_word	1
fusionism	IsA_bottle	0
kava	RelatedTo_coffee	1
liberty	RelatedTo_independence	1
iron	HasProperty_heavy	1
pragmatism	RelatedTo_sculpture	0
polarization	RelatedTo_opinion	1
citrus	UsedFor_living	0
education	UsedFor_learning	1
algometry	HasProperty_bad	0
posology	AtLocation_mexico	0
transportability	RelatedTo_location	1
dolor	RelatedTo_pain	1
emendate	RelatedTo_corruption	1
canto	RelatedTo_song	1
dialogue	RelatedTo_dialogue	1
neoblastic	RelatedTo_growth	1
seminal	RelatedTo_creative	1
herbalism	AtLocation_art_show	0
cacoethes	AtLocation_office	0
familyish	AtLocation_maine	0
instruction	RelatedTo_knowledge	1
tommy	RelatedTo_truck	1
praxis	RelatedTo_learning	1
pan	RelatedTo_bread	1
lymantriid	RelatedTo_swimsuit	0
hanse	RelatedTo_sky	0
kame	HasProperty_white	0
paw	HasProperty_soft	1
anacamptics	RelatedTo_science	1
immunology	RelatedTo_medicine	1
outvoter	RelatedTo_airport	0
frosh	RelatedTo_customer	0
thermometer	FormOf_bad	0
stereotypographer	RelatedTo_cooking	0
trackage	RelatedTo_health	0
cutlery	RelatedTo_hill	0
pontoon	RelatedTo_party	0
novelization	AtLocation_cupboard	0
nektonic	UsedFor_learning_new_things	0
calyptra	RelatedTo_marketing	0
library	AtLocation_canada	1
grinder	RelatedTo_student	1
fever	RelatedTo_symptom	1
affecting	RelatedTo_emotion	1
courante	RelatedTo_alley	0
apotropaism	UsedFor_cleaning	0
phoniatrics	RelatedTo_classroom	0
yachtswoman	RelatedTo_photography	0
mist	RelatedTo_trees	0
view	RelatedTo_sightseeing	1
multilingual	AtLocation_house	0
inoculation	RelatedTo_portrait	0
ornament	RelatedTo_ball	1
unmetered	RelatedTo_internet	1
hemmer	UsedFor_killing_people	0
paleotechnic	HasProperty_bad_for_health	0
metaphysics	RelatedTo_physics	1
bitter	RelatedTo_medicine	0
extravagance	RelatedTo_expression	1
geognosis	IsA_heating_device	0
untrain	UsedFor_taking_notes	0
implementation	RelatedTo_business	1
eatery	UsedFor_getting_food	1
soap	UsedFor_cleaning	1
kelvin	RelatedTo_river	1
brim	RelatedTo_ocean	1
sandal	RelatedTo_sandal	1
poppet	UsedFor_socialising	0
ling	RelatedTo_food	1
criminal	RelatedTo_conquer	0
supratympanic	RelatedTo_lobbying	0
aurora	AtLocation_florida	1
regency	RelatedTo_queen	1
salvo	AtLocation_freezer	0
settler	RelatedTo_single	1
unsailed	CapableOf_fall_down	0
agrammatism	RelatedTo_station	0
febricula	RelatedTo_single	0
forestem	RelatedTo_compromise	0
roll	RelatedTo_ball	1
sun	RelatedTo_music	1
chymification	RelatedTo_food	1
psychonomics	RelatedTo_experiment	1
arterially	RelatedTo_artery	1
corporate	RelatedTo_business	1
bruiser	CapableOf_water_plants	0
vent	RelatedTo_creative	0
crisp	RelatedTo_seasons	0
polysyllable	RelatedTo_word	1
kamao	RelatedTo_knowledge	1
tabefaction	RelatedTo_student	0
nyanza	RelatedTo_ingredients	0
pastel	RelatedTo_basketball	0
shipped	RelatedTo_ship	1
denutrition	UsedFor_buying	0
antepredicament	RelatedTo_understanding	1
tourism	RelatedTo_authority	0
melograph	RelatedTo_scooter	0
monotype	RelatedTo_sailboat	1
appointer	RelatedTo_talkative	0
demolish	RelatedTo_theory	1
incommunicable	RelatedTo_write	0
hop	RelatedTo_dance	1
governmentalize	InstanceOf_album	0
bezel	RelatedTo_luggage	0
uncommunicated	RelatedTo_cuisine	0
warrior	RelatedTo_ancient	1
pot	RelatedTo_hat	1
contraction	InstanceOf_municipality	0
cohabitation	AtLocation_lake	0
programmer	RelatedTo_skateboard	0
organology	RelatedTo_history	1
lacrosse	RelatedTo_economy	0
meteoric	UsedFor_killing	0
gentleman	AtLocation_europe	1
reward	RelatedTo_government	1
prescientific	RelatedTo_science	1
pinacoteca	UsedFor_personal_satisfaction	0
kop	RelatedTo_football	1
slice	RelatedTo_food	1
petrolization	RelatedTo_breakfast	0
rap	RelatedTo_song	1
platter	UsedFor_bathing	0
janitor	InstanceOf_soup	0
radiant	RelatedTo_violinist	0
transubstantiate	RelatedTo_product	0
agronomics	RelatedTo_science	1
harpsichord	UsedFor_make_music	1
gastronome	RelatedTo_guitar	0
roll	RelatedTo_hill	1
crystallogeny	HasProperty_white	0
passout	RelatedTo_tablet	0
uncle	UsedFor_fun	1
songlike	RelatedTo_song	1
aerial	AtLocation_kitchen	0
elopement	RelatedTo_marriage	1
anodynia	RelatedTo_shirt	0
contrayerva	RelatedTo_medicine	1
tympanum	RelatedTo_diplomacy	0
bar	RelatedTo_college	1
eloquent	IsA_pitch	0
hinterland	RelatedTo_public	0
stanza	RelatedTo_event	1
angiosis	IsA_bridge	0
afield	RelatedTo_field	1
ret	RelatedTo_justice	1
diablerie	RelatedTo_painting	1
heaven	RelatedTo_weather	1
elemental	RelatedTo_nature	1
epithalamium	UsedFor_go_from_place_to_place	0
multigraph	FormOf_play	0
electrician	RelatedTo_scientist	1
bounce	RelatedTo_destination	0
battle	RelatedTo_hill	1
dogmatizer	RelatedTo_teacher	1
freezer	AtLocation_own_home	1
tapestry	RelatedTo_tablet	0
ethnic	RelatedTo_programming	0
foreread	RelatedTo_read	1
sphyraenoid	RelatedTo_scooter	0
lingually	RelatedTo_ringworm	0
dysphasia	RelatedTo_politician	0
rinderpest	RelatedTo_affection	0
paneity	RelatedTo_bread	1
run	RelatedTo_music	1
movie	RelatedTo_cinema	1
connected	RelatedTo_relationship	1
warcraft	RelatedTo_seasoning	0
dower	RelatedTo_valley	0
winegrower	RelatedTo_film	0
creed	RelatedTo_opinion	1
beak	RelatedTo_mountain	1
costa	AtLocation_london	0
soup	UsedFor_clean_teeth	0
read	RelatedTo_writing	1
piece	RelatedTo_game	1
presence	RelatedTo_dating	0
spencer	InstanceOf_village	1
shakedown	AtLocation_department_store	0
boat	RelatedTo_vehicle	1
cooking	UsedFor_eating	1
rain	RelatedTo_composer	0
valleyward	FormOf_feed	0
trick	RelatedTo_performance	1
commatic	CapableOf_fall_down	0
careenage	RelatedTo_recipe	0
placemaking	IsA_seabird	0
situation	RelatedTo_location	1
employee	AtLocation_china	0
astronomy	RelatedTo_science	1
wynd	RelatedTo_alley	1
ula	RelatedTo_monument	1
alexipyretic	UsedFor_storing_things	0
epithesis	AtLocation_classroom	0
conservatism	RelatedTo_philosophy	1
communicator	RelatedTo_empire	0
communicating	UsedFor_writing	1
subtext	RelatedTo_meaning	1
diet	RelatedTo_health	1
concretion	RelatedTo_ocean	1
diplosome	AtLocation_cupboard	0
imperium	RelatedTo_exercise	1
lingua	RelatedTo_language	1
whetstone	RelatedTo_location	1
drive	RelatedTo_device	1
change	RelatedTo_evolution	1
physicism	RelatedTo_herbs	0
fogle	RelatedTo_handkerchief	1
opinionated	UsedFor_making_music	0
untripped	RelatedTo_trip	1
conjecture	RelatedTo_publisher	0
esplees	RelatedTo_view	0
program	RelatedTo_broadcast	1
birdcall	RelatedTo_device	1
historiography	RelatedTo_write	1
quill	RelatedTo_writing	1
pasture	RelatedTo_field	1
macaroon	RelatedTo_cookie	1
nebulium	RelatedTo_fever	0
demulcent	InstanceOf_river	0
vadium	RelatedTo_security	1
operationalism	RelatedTo_treatment	0
bigmouthed	RelatedTo_talkative	1
overlay	RelatedTo_data	0
discourse	RelatedTo_glasses	0
endostoma	RelatedTo_music	0
decumbiture	UsedFor_playing_in_orchestra	0
convection	RelatedTo_weather	1
guar	RelatedTo_food	1
breaker	RelatedTo_veil	0
morality	RelatedTo_soccer	0
nonuniform	RelatedTo_saucer	0
tub	UsedFor_cleaning	1
